Sequencing_Well,State,Subanalysis,Legume.subfamily,Rosaceae.subfamily,Family,Tribe,Taxon in Tree,scientificName_Voucher,scientificNameAuthorship,Provider.acronym,Provider.identifier,UUID
FMN_P019_WD06,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Unassigned,Mariosousa russelliana,Acacia russelliana,(Britton & Rose) Lundell,CAS,,1485979f-3984-4998-bb28-c9717e12e3c5
FMN_P019_WG06,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Unassigned,Mariosousa willardiana,Acacia willardiana,Rose,CAS,,14db3183-c2d1-42b9-b799-3c805e2da1f9
FMN_P024_WD05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago arabica,Medicago arabica,(L.) Huds.,FLAS,,ed8f95d2-5b1e-4d47-a738-82c6e0c6ca83
FMN_P032_WE07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago arborea,Medicago arborea,L.,MO,,6f79a507-aacc-411d-957b-782075bb0224
FMN_P066_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago archiducis-nicolai,Medicago archiducis-nicolai,Sirj.,NY,3570361,0b053f81-2a60-4b0f-9ba5-7bc14e6e7e63
FMN_P024_WD12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago blancheana,Medicago blancheana,Boiss.,FLAS,,eb7fb4eb-c2af-433d-80d2-07559f962993
FMN_P069_WF11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago brachycarpa,Medicago brachycarpa,M.Bieb.,,,0b14839e-8960-43e4-b0bb-428a0bfdf9bc
FMN_P024_WD11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago coronata,Medicago coronata,(L.) Bartal.,FLAS,,eb7c3085-162b-46ea-a22f-2cb30e6b345e
FMN_P011_WA09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Indigofereae,Medicago cretacea,Anthyllis cornicina,L.,MO,,10685e34-7d2f-46d0-83ee-a5e2c05a939d
FMN_P024_WE01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago falcata,Medicago falcata,L.,FLAS 127178,,eb9e6bb5-17d3-4283-aa5d-aa87ad4f5b9d
FMN_P032_WC04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago intertexta,Medicago intertexta,(L.) Mill.,MO,,6f7040da-51da-4108-889c-c0fb772f0e0a
FMN_P034_WH06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago laciniata,Medicago laciniata,(L.) Mill.,MO,,6f6d0167-efa7-43e5-878e-e6a14a264856
FMN_P024_WD10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago littoralis,Medicago littoralis,Loisel.,FLAS,,eb741cf6-020b-474a-a375-1b738e8024b7
FMN_P024_WE03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago lupulina,Medicago lupulina,L.,FLAS 228912,,ed8bfc38-11ca-490f-a893-64c371ba9d98
FMN_P069_WF12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago medicaginoides,Medicago medicaginoides,(Retz.) E.Small,NY,3570368,0b156495-db89-4a8a-b547-5ea9021b980a
FMN_P024_WE02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago minima,Medicago minima,(L.) L.,FLAS 138725,,ed89d686-0451-454e-a5a4-56833ece0072
FMN_P094_WC08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago minima,Ononis ornithopodioides,L.,MO,,6b04bf03-7381-4a1e-ab9e-26af63d10742
FMN_P068_WB04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago monantha,Trigonella geminiflora,Bunge,NY,3570358,30238d29-4520-424c-b70e-25b8b32edbef
FMN_P032_WC07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago murex,Medicago murex,Willd.,MO,,6f69d4ff-a381-47f3-9ffd-04baa05ccaf5
FMN_P024_WE04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago orbicularis,Medicago orbicularis,(L.) Bartal.,FLAS 138733,,ed84eaec-4694-4e05-99c1-3f7b9696b1ac
FMN_P068_WA09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago orthoceras,Medicago orthoceras,(Kar. & Kir.) Trautv.,NY,3570356,0afba7ad-a94b-484c-b61b-0bc896ab2c86
FMN_P064_WC05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago phrygia,Medicago phrygia,(Boiss. & Balansa) E.Small,NY,3570646,2fe9d28d-1fad-4c91-8eaf-321573f5a860
FMN_P063_WH09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago platycarpa,Medicago platycarpa,(L.) Trautv.,NY,3570420,cdae79bd-20a3-4718-92af-6ee72bb96e09
FMN_P024_WE05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago polymorpha,Medicago polymorpha,L.,FLAS 214067,,ed81d6bd-72d1-495a-a858-1eed34ca2e1f
FMN_P066_WD12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago radiata,Medicago radiata,L.,NY,3570354,0af9d257-04dc-4cf7-80f5-7df39b4c97e6
FMN_P034_WF12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago rigidula,Medicago rigidula,(L.) All.,MO,,6f649926-280f-45c6-9d44-b7bc3cd0e282
FMN_P027_WB12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago rotata,Medicago rotata,Boiss.,FLAS,,ebc2e9bc-d6b4-4da3-920e-f48bb823897c
FMN_P024_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago sativa,Medicago sativa,L.,FLAS 226969,,ebbb64fa-965e-4cdc-b5ba-55254798b6e5
FMN_P027_WF07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago scutellata,Medicago scutellata,(L.) Mill.,FLAS,,eb63df54-ccf3-4949-871f-eb7e5f23d97d
FMN_P032_WE06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago secundiflora,Medicago secundiflora,Durieu,MO,,6f5fb841-a39e-4d9a-968e-e0c424120832
FMN_P034_WH03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago suffruticosa,Medicago suffruticosa,DC.,MO,,6f5a4687-b219-4017-9416-e93deed953cc
FMN_P034_WG12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago tornata,Medicago tornata,(L.) Mill.,MO,,6f4eb882-18d8-4935-990e-a42b130fee5a
FMN_P039_WF10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago truncatula,Medicago truncatula,Gaertn.,MO,,6f4c9f1e-585a-401a-9fa5-9ccbe4e92fc6
FMN_P027_WF06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Medicago turbinata,Medicago rugosa,Desr.,FLAS,,eb7202cb-ce14-4d58-862b-0c7a7187a28b
FMN_P102_WE02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Meibomia,Meibomia cordistipula,Meibomia cordistipula,(Hemsl.) Kuntze,MO,MO-583200,2d2446e3-3625-4d21-894a-ae50106bb991
FMN_P076_WG07,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Melanoxylon,Melanoxylon brauna,Melanoxylon brauna,Schott,NYBG,1018120,7d1b3d67-9dda-42ae-83a7-bfc46dec7652
FMN_P076_WD01,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Melanoxylon,Melanoxylon speciosum,Melanoxylon speciosum,Benoist,NYBG,3196939,7cf5efa2-5b7d-4c5c-a64a-c7e6a6e523f8
FMN_P028_WG04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus albus,Melilotus albus,Medik.,FLAS 219431,,eb5d981e-0aab-43cb-a0f9-fcdd4f00c6b3
FMN_P027_WB10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus altissimus,Melilotus altissimus,Thuill.,FLAS 113336,,eb4cf7f0-2400-498a-ac93-4de2b8ac045f
FMN_P027_WC04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus dentatus,Melilotus dentatus,(Waldst. & Kit.) Pers.,FLAS 95678,,ebf95d7d-0ab6-4011-978d-f775efee7778
FMN_P029_WA08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus indicus,Melilotus indicus,(L.) All.,FLAS 230439,,eb5569b3-c457-4b1a-8917-a23a406519cd
FMN_P034_WG03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus infestus,Melilotus infestus,Guss.,MO,,6f4acc5a-a8f5-4c71-88f1-737427730a8e
FMN_P027_WF05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus officinalis,Melilotus officinalis,(L.) Pall.,FLAS 138464,,eb5479b0-8ca9-411f-84f6-9d3e6f48afbd
FMN_P027_WD04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus segetalis,Melilotus segetalis,(Brot.) Ser.,FLAS 144732,,ebe75d13-750a-411d-9709-77e6b3a3218c
FMN_P095_WC01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus suaveolens,Melilotus suaveolens,Ledeb.,MO,,6f46ab66-baa4-42b4-851d-b356175af33c
FMN_P034_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus sulcatus,Melilotus sulcatus,Desf.,MO,,6f41acda-af49-4517-942e-aad611d2d821
FMN_P072_WG01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Trifolieae,Melilotus wolgicus,Medicago ruthenica,(L.) Ledeb.,NY,3570354,0af979a6-59c5-46c6-ad54-23b6e8ed1c28
FMN_P094_WE04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Desmodieae,Melliniella micrantha,Melliniella micrantha,Harms,MO,,66f99b16-6f3d-4c82-85d0-f03be7042899
FMN_P096_WE10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium adenodes,Melolobium adenodes,Eckl. & Zeyh.,MO,,6f1ca843-3c56-404e-be37-7339bc8b775e
FMN_P034_WF01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium aethiopicum,Melolobium aethiopicum,(L.) Druce,MO,,6f3e4f75-bdb6-44d5-a107-6c8546784b9e
FMN_P035_WG05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium alpinum,Melolobium alpinum,Eckl. & Zeyh.,MO,,6f381609-2336-48f0-86bc-989463111996
FMN_P032_WA07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium candicans,Melolobium candicans,(E.Mey.) Eckl. & Zeyh.,MO,,6f25e182-9648-4d3a-8368-a12ce6531fb7
FMN_P036_WC04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium exudans,Melolobium exudans,Harv.,MO,,6f32d772-eddc-4c13-b5f0-30a9a31391cc
FMN_P034_WE07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium glanduliferum,Melolobium glanduliferum,Dummer,MO,,6f194da8-1527-43bb-ab28-a8bed52ede74
FMN_P096_WE08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium humile,Melolobium humile,Eckl. & Zeyh.,MO,,6f09e25a-34ee-42b2-85de-b9efc836078d
FMN_P096_WE06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium macrocalyx,Melolobium macrocalyx,Dummer,MO,,6efe8970-aa81-4dd8-9f4c-c39e120bde7c
FMN_P032_WB09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium microphyllum,Melolobium microphyllum,(L.f.) Eckl. & Zeyh.,MO,,6ef0dc65-6a08-4866-814a-5852f1d0aa01
FMN_P111_WA04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium microphyllum,Melolobium mixtum,Dummer,NY,3570421,cdaa99f2-f143-4c61-bb6d-dea226193aa7
FMN_P034_WE05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium obcordatum,Melolobium obcordatum,Harv.,MO,,6ee8cd35-f5b1-471b-bb71-d834b40f5593
FMN_P095_WB08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Genisteae,Melolobium villosum,Melolobium villosum,Harms,MO,,6edaa4fd-e3fb-4f26-aac6-b4f996b028c7
FMN_P072_WD09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Glycyrrhiza,Meristotropis triphylla,Glycyrrhiza triphylla,Fisch. & C.A.Mey.,huh,,da964e15-c97a-4a44-9f3c-68cbf13ae86f
FMN_P036_WA04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Indigofereae,Microcharis aphylla,Microcharis aphylla,"(R.Vig.) ""Schrire, Du Puy & Laba""",MO,,6ebcf75b-168b-4d12-a9c5-14cdd9fd2f93
FMN_P048_WF03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Indigofereae,Microcharis butayei,Microcharis butayei,(De Wild.) Schrire,MO,,55089372-5afa-430c-bee7-3ff99ae8e5d1
FMN_P036_WC03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Indigofereae,Microcharis ephemera,Microcharis ephemera,(J.B.Gillett) Schrire,MO,,6ec83979-df7d-440e-a725-d98bea5b8e08
FMN_P036_WA05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Indigofereae,Microcharis remotiflora,Microcharis remotiflora,(Baker f.) Schrire,MO,,6ec6fa85-7bea-44ec-ad34-2e68b6f909ca
FMN_P022_WC05,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Microlobius foetidus,Microlobius foetidus,(Jacq.) M.Sousa & G.Andrade,CAS,,c593f78f-a012-4d8e-ab4e-50ebab84c122
KIB_P020_WF05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia angustidentata,Millettia angustidentata,De Wild.,BRIT,Gobbo 801,69ff6929-8b1d-4c8b-91c0-f093ec09ed66
FMN_P035_WH08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia barteri,Millettia barteri,(Benth.) Dunn,MO,,6eb0fcc9-ad4a-4836-a13b-b6dce2606b9e
FMN_P032_WC08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia bequaertii,Millettia bequaertii,De Wild.,MO,,6eb0f1fe-5d97-478e-9b5b-db4dd4560845
FMN_P035_WG07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia bipindensis,Millettia bipindensis,Harms,MO,,6efb3b48-7e16-4fa1-906e-feb0cc2b8565
FMN_P035_WG08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia bussei,Millettia bussei,Harms,MO,,6e60d2a0-40ec-4060-aa40-177d4e7b6f7a
FMN_P036_WC05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia chrysophylla,Millettia chrysophylla,Dunn,MO,,6e91a69d-93ad-462f-befc-a43b5e487d3e
FMN_P039_WG03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia comosa,Millettia comosa,(Micheli) Hauman,MO,,6e89da33-80f7-4a30-9deb-ed63e5226f47
FMN_P035_WG12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia conraui,Millettia conraui,Harms,MO,,6e845042-73a6-4cb2-8930-44cf0f8e1158
FMN_P036_WA03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia dinklagei,Millettia dinklagei,Harms,MO,,6e7a7446-4bad-4f94-bb2e-c2d3a06a927b
FMN_P035_WH09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia drastica,Millettia drastica,Baker,MO,,6e6f3eef-a1ba-46f6-a73f-c9382dc25154
FMN_P032_WC09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia duchesnei,Millettia duchesnei,De Wild.,MO,,6e6b175a-405b-4da4-b9b2-6e0ac8a35aec
FMN_P039_WG04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia dura,Millettia dura,Dunn,MO,,6e53a473-5fae-4793-9a01-8b68205da6e0
FMN_P032_WC11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia eetveldeana,Millettia eetveldeana,(Micheli) Hauman,MO,,6e506703-bcd5-4669-ab7e-5072f92d6e40
FMN_P032_WC10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia elongatistyla,Millettia elongatistyla,J.B.Gillett,MO,,6e4b791a-dcb0-4ee7-ad76-8f1568d98f3f
FMN_P031_WE09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia elskensii,Millettia elskensii,De Wild.,MO,,6e3e0e64-c6ce-4adf-bd1f-64c5ee535f5f
FMN_P027_WC05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia extensa,Millettia extensa,(Benth.) Baker,,,ebe64d67-b179-4eae-8148-176e836b993d
FMN_P036_WB09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia extensa,Millettia macrophylla,Benth.,MO,,6df8b031-5eed-40d2-9b4b-68e82ab1350f
FMN_P031_WE05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia ferruginea,Millettia ferruginea,(Hochst.) Baker,MO,,6e3d73b0-5255-41ce-991f-096135b93464
FMN_P039_WG05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia grandis,Millettia grandis,(E.Mey.) Skeels,MO,,6e9e8e15-3a21-48a9-9742-d01132b6856c
FMN_P031_WE10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia griffoniana,Millettia griffoniana,Baill.,MO,,6e400d3b-30b9-4b61-92cc-588a8744e582
FMN_P031_WE08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia harmsiana,Millettia harmsiana,De Wild.,MO,,6e37ee1c-23f0-49cb-9bb8-44437c5d2c05
FMN_P031_WE04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia impressa,Millettia impressa,Harms,MO,,6e31b86f-cdfd-4ccf-ad50-bf72ff3bbbca
FMN_P031_WE03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia irvinei,Millettia irvinei,Hutch. & Dalziel,MO,,6e2fe765-a42b-43c1-80f0-1f96854a87ee
FMN_P031_WE02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia klainei,Millettia klainei,Dunn,MO,,6e2cd198-3b3e-4231-8a64-ec7b560e2de5
FMN_P031_WE01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia lane-poolei,Millettia lane-poolei,Dunn,MO,,6e174aad-53ac-4e48-bb7e-4b3570f1621b
FMN_P036_WB12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia lasiantha,Millettia lasiantha,Dunn,MO,,6e11b2ba-0f69-4d3c-8682-28835397cdd9
FMN_P036_WB10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia laurentii,Millettia laurentii,De Wild.,MO,,6e111ebb-8bb7-47d3-898a-bf4a70f14c8b
FMN_P032_WD06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia macroura,Millettia macroura,Harms,MO,,6df552aa-987b-43ac-92ec-686ffc78777e
FMN_P032_WD05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia makondensis,Millettia makondensis,Harms,MO,,6dea1a47-8c00-4f92-a3ee-d2309c49df15
FMN_P032_WD04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia mannii,Millettia mannii,Baker,MO,,6de90ce7-5a42-4209-84b8-befc316ca601
FMN_P036_WB11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia micans,Millettia micans,Taub.,MO,,6ddfe2bb-248b-469d-aec0-f26541b0531a
FMN_P032_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia mossambicensis,Millettia mossambicensis,J.B.Gillett,MO,,6ddd5716-09e5-4310-a939-e49325c5c78d
FMN_P032_WD02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia oblata,Millettia oblata,Dunn,MO,,6ddc7b29-bab1-485a-bda2-ee47db5069a7
KIB_P020_WG11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia pachycarpa,Millettia pachycarpa,Benth.,BRIT,VH 1615,6a36a70f-3827-4cb2-ae28-dfcadd1217f2
FMN_P031_WD04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia pallens,Millettia pallens,Stapf,MO,,6dd7d030-21fc-4f14-a611-16f3de8cd40e
FMN_P027_WE03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia peguensis,Millettia peguensis,Ali,FLAS 146986,,ebe26604-17ab-4e4a-aab5-fb449f176ba8
FMN_P024_WB12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia pinnata,Pongamia pinnata,(L.) Pierre,FLAS 216699,,ebd5abc5-4de5-4af5-b082-0fb7863d1e7e
FMN_P031_WD02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia psilopetala,Millettia psilopetala,Harms,MO,,6dd500c3-870e-49ef-a83c-374e76c61357
FMN_P031_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia puguensis,Millettia puguensis,J.B.Gillett,MO,,6dcd65da-56bd-4b75-9ad3-f047dd2e9209
FMN_P035_WH02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia rhodantha,Millettia rhodantha,Baill.,MO,,6dc4745b-caca-4bff-9ee9-432100ae7c94
FMN_P031_WD12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia sacleuxii,Millettia sacleuxii,Dunn,MO,,6dc35eb4-4a5f-4ec9-8bf8-75b18ba988cd
FMN_P035_WG09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia sapinii,Millettia sapinii,De Wild.,MO,,6c026ee5-30a9-4147-98f3-b1e9cd45fe09
FMN_P035_WG10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia semseii,Millettia semseii,J.B.Gillett,MO,,6bff1b1c-cabb-4008-9939-0547db8d3690
FMN_P039_WG02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia soyauxii,Millettia bicolor,Dunn,MO,,6ea389f8-0942-43f2-8d89-d069d530a8de
FMN_P035_WH04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia stuhlmannii,Millettia stuhlmannii,Taub.,MO,,6bfb8f50-46dd-43aa-b633-4926d1cf331d
FMN_P035_WG11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia takou,Millettia takou,Lorougnon,MO,,6bf8745e-2708-424c-a7da-52cb4a88d9e3
FMN_P024_WB11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia thonningii,Millettia thonningii,(Schum. & Thonn.) Baker,FLAS 243448,,ebd57237-0a52-48a7-bbe3-ac306822f817
FMN_P035_WG06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia usaramensis,Millettia usaramensis,Taub.,MO,,6bea9cb3-9280-483e-aecc-cefcf51f4d3e
FMN_P035_WH03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia versicolor,Millettia versicolor,Baker,MO,,6bdee8d3-553f-4ea9-b8ea-0715f5d3e063
FMN_P032_WB01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia warneckei,Millettia warneckei,Harms,MO,,6bd9ed95-759b-478b-b4c8-a97cf35965a4
FMN_P035_WH10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Millettieae,Millettia zechiana,Millettia zechiana,Harms,,,6bcf0138-f68e-42dd-b837-ac92ff386481
FMN_P031_WF12,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa acantholoba,Mimosa acantholoba,(Willd.) Poir.,CAS,,7209c809-d5ee-4b18-b97b-fe2646d365f6
KIB_P025_WD03,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa acapulcensis,Mimosa acapulcensis,Robinson,TEXAS,193436,1e472dbc-6917-4bec-9905-5e3f03173658
FMN_P007_WC05,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa aculeaticarpa,Mimosa aculeaticarpa,Ortega,CAS,,7201d46c-263c-4091-9b85-61737d8727e2
FMN_P084_WH08,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Mimosopsis,Mimosa aculeaticarpa var. aculeaticarpa,Mimosopsis desmanthocarpa,(B.L. Rob.) Britton & Rose,CAS,443538,72f56143-dcd6-4d70-9b42-02875a7dfa56
KIB_P025_WE03,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa aculeaticarpa var. biuncifera,Mimosa warnockii,B.L.Turner,TEXAS,295661,1b293964-71cc-4e4d-abfc-45761e34d397
FMN_P016_WC04,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa adenantheroides,Mimosa adenantheroides,(M.Martens & Galeotti) Benth.,CAS,,be006a8b-15cb-482a-809e-f20d6a1eb96d
FMN_P007_WC12,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa affinis,Mimosa affinis,Robinson,CAS,,71d7d7c4-95b2-4b10-91b7-0d33432e00c8
FMN_P031_WG01,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa albolanata,Mimosa albolanata,Taub.,CAS,,71d56e77-a4ab-48ae-a34c-501b9f4ba6e4
KIB_P028_WA12,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa annularis,Mimosa annularis,Benth.,F,1951383,a5c30ed7-42a6-4b07-88d4-816923a37553
FMN_P031_WG02,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa antioquensis,Mimosa antioquensis,Rudd,CAS,,71c75114-9385-46dc-b343-459c520ce275
KIB_P021_WG02,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa antrorsa,Mimosa antrorsa,Benth.,BRIT,Hatschbach 52013,64dd894e-e89c-4142-8cb4-9a6c04990f8b
FMN_P031_WG03,Present,Caesalpinioideae,Caesalpinioideae,NA,Leguminosae,Piptadenia_Group,Mimosa arenosa,Mimosa arenosa,(Willd.) Poir.,CAS,,71c72195-87bd-4494-8b3d-1932cc97eff7
