Sequencing_Well,State,Subanalysis,Legume.subfamily,Rosaceae.subfamily,Family,Tribe,Taxon in Tree,scientificName_Voucher,scientificNameAuthorship,Provider.acronym,Provider.identifier,UUID
KIB_P021_WB11,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia monophylla,Begonia monophylla,Pav. ex A.DC.,BRIT,Mcvaugh 13071,7b1b7007-07cc-4f3c-affc-05eaa208f8d1
FMN_P041_WA08,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia multangula,Begonia multangula,Blume,NY,3476673,a6f5be50-8498-4088-98f3-5f3f9d4be211
FMN_P006_WF05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia nelumbiifolia,Begonia nelumbiifolia,Cham. & Schltdl.,,OS0054942,a83ab2eb-f54c-4e6b-aa15-24a93533dd0a
FMN_P004_WC02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia notata,Begonia notata,Craib,CAS,,463ee5ea-559a-4ba2-9e0c-0747748c9398
FMN_P040_WH12,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia oblanceolata,Begonia oblanceolata,Rusby,NY,3379979,29eddcdc-3e4c-40d1-925b-ae00eef746dc
FMN_P037_WG08,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia obtecticaulis,Begonia obtecticaulis,Irmsch.,NY,3379955,29e564cf-8a91-4126-ba7d-986952855500
FMN_P037_WG07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia octopetala,Begonia octopetala,L'Hr.,NY,3379951,2a843db8-d39d-4a2f-a35b-94d80099ac94
FMN_P004_WG02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia ornithocarpa,Begonia ornithocarpa,Standl.,CAS,513429,451d449d-ccb7-4e1b-aacd-955d643b475d
FMN_P040_WG10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia ovatifolia,Begonia ovatifolia,A.DC.,NY,3476632,a4fd5e06-1350-4c5e-b600-ada821e2a529
FMN_P004_WC04,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia palmata,Begonia palmata,D.Don,CAS,,4627c872-f69a-4be4-83e0-9bd4721903d6
FMN_P037_WF08,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia paranaensis,Begonia paranaensis,Brade,NY,454088,29c45c3f-b6a5-456f-a824-ff104adcdaf5
FMN_P037_WF09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia parcifolia,Begonia parcifolia,C.DC.,NY,3379953,29bd04fb-5a33-4714-8461-cb8622cbd7d5
FMN_P001_WA01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia parviflora,Begonia parviflora,Poepp. & Endl.,,OS0054924,a89546ed-2278-4e25-a9a2-0836d223fb6b
FMN_P007_WE04,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pastoensis,Begonia pastoensis,A.DC.,CAS,,43c6eef7-3f61-4445-9728-a528439edaa8
FMN_P041_WD01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pearcei,Begonia pearcei,Hook.f.,NY,3379288,2e10e4f0-3766-48a5-bdbd-3da461f55e94
FMN_P005_WA05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pedata,Begonia pedata,Liebm.,CAS,513428,450662e0-8f60-4da9-a365-a9582adc04b7
FMN_P005_WA04,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia peltata,Begonia peltata,Otto & Dietr.,CAS,549553,4500dfa6-c6f2-43ae-b8b2-63fcfa6b0bc9
FMN_P037_WG10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pentaphylla,Begonia pentaphylla,Walp.,NY,454023,2c993dcd-0439-4b6a-8d3d-a863c3189272
FMN_P041_WA01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pernambucensis,Begonia pernambucensis,Brade,NY,1462286,2c715ea3-a81f-4b49-a2b9-11fa5fe0b9b8
FMN_P005_WA02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pinetorum,Begonia pinetorum,A.DC.,CAS,549525,44f97345-01cd-436e-9dd3-4ed2b6e2acd0
FMN_P038_WG03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pinheironis,Begonia pinheironis,L.B.Sm. ex S.F.Sm. & Wassh.,NY,547741,2a96f7f3-f230-4a73-b3d4-ca805c64c64d
FMN_P071_WD09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia platyptera,Begonia platyptera,Urb.,NY,1445309,2d3928dc-923b-4b2c-9ee9-27c179e67f95
FMN_P034_WB10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia polyandra,Begonia polyandra,Irmsch.,NY,454092,2aa08c5c-cef0-4f0d-81b6-8db6cdca4e8a
FMN_P041_WE07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia polygonoides,Begonia polygonoides,Hook.f.,NY,3379292,2e452e3f-cb89-4089-84ce-b8477663e2bf
FMN_P004_WH11,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia portillana,Begonia portillana,S.Watson,CAS,,44e59a05-c25f-4c3b-bdae-3b170b1fb9ab
FMN_P007_WB02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia prieurii,Begonia prieurii,A.DC.,CAS,,43c43771-5112-4e66-af7d-1e7de784b5dd
FMN_P039_WA12,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pulchella,Begonia pulchella,Raddi,NY,1183890,2dddf09d-c542-44ac-af3a-6cd62f510541
FMN_P037_WG01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pululahuana,Begonia pululahuana,C.DC.,NY,3379280,2ca2410a-3d00-45ae-af2e-a0313385e886
FMN_P004_WC12,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia purpusii,Begonia purpusii,Houghton ex Ziesenh.,CAS,549312,4462ee0c-ec95-4f22-9e8a-9afbe8e0d3e8
FMN_P004_WH09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia pustulata,Begonia pustulata,Liebm.,CAS,,44d6f77b-bfe2-4fa8-9258-88feeedf8312
FMN_P005_WA11,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rafael-torresii,Begonia rafael-torresii,Burt-Utley,CAS,,44730b7b-1f53-46e4-87c5-4f974e8b7688
FMN_P052_WF07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia reniformis,Begonia reniformis,Dryand.,NY,3379272,2e4e491e-403f-4398-850e-ca8791926fdd
FMN_P050_WH08,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia retusa,Begonia retusa,O.E.Schulz,NY,933650,2df929f9-76da-420a-96a3-20c46f6d0965
FMN_P050_WG07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rex,Begonia rex,Putz.,NY,3379265,2abe46f5-77fa-4a6d-99ef-c66ceff0e97f
FMN_P006_WH10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rhodochlamys,Begonia rhodochlamys,L.B.Sm. & B.G.Schub.,CAS,,4470b520-64e6-496f-aaa4-cefeea9e9996
FMN_P050_WH01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rigida,Begonia rigida,(Klotzsch) Regel ex A.DC.,NY,3379266,2abb0654-45a3-4291-9284-a2b3bd87b58c
FMN_P040_WG07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rubella,Begonia rubella,Buch.-Ham. ex D.Don,NY,3476636,a4dbacf4-0ddf-407f-8a4b-134db90b3ae3
FMN_P051_WB09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rufa,Begonia rufa,Thunb.,NY,877904,2bfa66db-6897-40a2-a27a-05d0d02cba40
FMN_P039_WG10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia rutilans,Begonia rutilans,(Klotzsch) A.DC.,NY,884991,2a9bb8d4-16c2-4b3c-92e8-742f6c369344
FMN_P004_WH05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sandtii,Begonia sandtii,Houghton ex Ziesenh.,CAS,10795,44b60a5b-8bc4-4051-a0ec-c6b8c5765160
FMN_P041_WD03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sanguinea,Begonia sanguinea,Raddi,NY,3379291,2e1ae056-a4ab-4d74-84bc-4a6b44f32843
FMN_P040_WG09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia satrapis,Begonia satrapis,C.B.Clarke,NY,3476631,a4fdd6b1-3902-428f-ab95-abc23f5490f4
FMN_P037_WE02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia scabrida,Begonia scabrida,A.DC.,NY,3379282,2a697f1e-989b-4660-909e-30e15e094a60
FMN_P007_WA11,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia seemanniana,Begonia seemanniana,A.DC.,CAS,,43ac53a2-f1a1-4452-8d52-a434b79c0c14
FMN_P039_WA01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia segregata,Begonia segregata,L.B.Sm. & B.G.Schub.,NY ,3379281,2c5bb179-7b7b-4951-9901-ddec598841a0
FMN_P004_WH08,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia semiovata,Begonia semiovata,Liebm.,CAS,,44ae8ea8-c284-4849-9a12-01a762ce0314
FMN_P004_WH03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sericoneura,Begonia sericoneura,Liebm.,CAS,,44acf302-ba84-49e9-8877-8773821f29a0
FMN_P004_WC06,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia smithiana,Begonia smithiana,T.T.Yu ex Irmsch.,CAS,,4616d9f4-67ae-45f2-8753-bb36ede1ad91
FMN_P041_WD06,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia socotrana,Begonia socotrana,Hook.f.,NY,3379264,2ac3e166-dd27-425b-bcf1-01db469e89e3
FMN_P037_WF05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia solananthera,Begonia solananthera,A.DC.,NY,1018916,2b95686b-ff88-4d4a-a733-8070a69cf977
KIB_P029_WA03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sparsipila,Begonia sparsipila,Baker,F,2063207,770296c4-224e-4183-bcef-7563562a377c
FMN_P006_WE10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia stigmosa,Begonia stigmosa,Lindl.,,OS0054925,a88604a7-d562-473b-a862-390e9e683f09
FMN_P041_WE03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia stipulacea,Begonia stipulacea,Willd.,NY,3379271,2aaa70d9-0e06-484d-bc21-9a74883c6b08
FMN_P040_WH09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia subciliata,Begonia subciliata,A.DC.,NY,3379983,2be51a26-2b91-4951-a419-4375754545af
FMN_P041_WA07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia subscutata,Begonia subscutata,De Wild.,NY,3476619,a5b3a6c0-d249-451c-8718-9242adad9539
FMN_P039_WA09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia suprafastigiata,Begonia suprafastigiata,Irmsch.,NY,3379283,2bedbfb9-c90d-442a-92ac-8fbb98c0dcde
FMN_P038_WA06,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia susaniae,Begonia susaniae,Sosef,NY,3476625,a5b33776-10f9-4578-a6ca-9f319382c9ee
FMN_P038_WA05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sutherlandii,Begonia sutherlandii,Hook.f.,NY,3476624,a5abfc2d-e364-4563-b809-812812c87e2d
FMN_P039_WB01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sylvatica,Begonia sylvatica,A.DC.,NY,1462171,2bedce47-1858-4112-9009-e344b79a082e
FMN_P039_WB03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia sylvestris,Begonia sylvestris,A.DC.,NY,2680598,2a919415-744a-400c-99cf-b8a8b88c5bd2
FMN_P007_WC04,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia taipeiensis,Begonia taipeiensis,C.I.Peng,CAS,,45f5eb26-d9d9-48a9-b65d-25a15a936c3e
FMN_P037_WH01,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia tenera,Begonia tenera,Dryand.,NY,3476658,a4a6f891-3ed9-4c94-bbda-1198697e4b0b
FMN_P039_WC04,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia tetrandra,Begonia tetrandra,Irmsch.,NY,3379284,2bbbba7a-4688-4562-be58-dfeef41be687
KIB_P028_WF05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia thelmae,Begonia thelmae,L.B.Sm. & Wassh.,F,1911707,64a96e16-6a59-4843-af70-a0c39e55b47e
FMN_P041_WB03,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia thomsonii,Begonia thomsonii,A.DC.,NY,3476656,a490792e-8879-486d-be19-c76720015ec6
FMN_P004_WG10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia trichosepala,Begonia trichosepala,C.DC. ex Donn.Sm.,CAS,549611,448ad2d1-7e38-45f7-b207-67deb752923d
FMN_P037_WF02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia truncicola,Begonia truncicola,Sodiro ex C.DC.,NY,3379986,2a8e6146-9c7b-4047-852a-dbae1cbdfdc3
FMN_P038_WA07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia unduavensis,Begonia unduavensis,Rusby,NY,3379958,2bd4bb92-7f16-439e-8992-18e4f850a49d
FMN_P041_WB02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia valida,Begonia valida,Goebel,NY,3476610,2bba308a-c6cd-40ae-816a-ea6b27637e87
FMN_P039_WC07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia valvata,Begonia valvata,L.B.Sm. & B.G.Schub.,NY,3379985,2ba2dfe1-9c2d-4f43-8af4-edfb178a4eeb
KIB_P029_WA07,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia velata,Begonia velata,L.B.Sm. & B.G.Schub.,F,1983626,624f276f-b4ac-4199-afd4-3ec8df9ad8f9
FMN_P037_WE10,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia vicina,Begonia vicina,Irmsch.,NY,884990,2a34ecfb-5588-4e0b-8aff-5070675fcd56
FMN_P037_WE05,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia vittariifolia,Begonia vittariifolia,N.Hall,NY,3476603,a587503c-ffe5-4dae-8069-2d6eedf132bb
FMN_P012_WC04,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia wallichiana,Begonia wallichiana,Lehm.,,OS0054916,dd0e1fcf-e28a-4b99-b993-560bdd63862a
FMN_P041_WA12,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia weberbaueri,Begonia weberbaueri,Irmsch.,NY,3476609,2ba863b3-10ca-4025-ba41-745fa9be53a8
FMN_P041_WE02,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia weddeliana,Begonia weddeliana,A.DC.,NY,3379296,2aa7549e-0dd7-41df-8e70-c6f188bc6691
FMN_P004_WC09,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Begonia wutaiana,Begonia wutaiana,C.I Peng & Y.K.Chen,CAS,,45f9ddb1-591a-4f9c-b974-e97562f1b20c
UFL_102303_P03_WC12,Absent,Cucurbitales,NA,NA,Begoniaceae,NA,Hillebrandia sandwicensis,Hillebrandia sandwicensis,,,,NY-Fay-209
UFL_102303_P03_WB05,Absent,Fagales,NA,NA,Betulaceae,NA,Betula lenta,Betula lenta,,,,TEX-Longbottom-6094
UFL_102303_P03_WB04,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus tropicalis,Carpinus tropicalis,,,,TEX-Panero-5562
UFL_102303_P03_WB03,Absent,Fagales,NA,NA,Betulaceae,NA,Ostrya knowltonii,Ostrya knowltonii,,,,TEX-Powell-3842
FMN_P013_WB07,Absent,Fagales,NA,NA,Betulaceae,NA,Alnus serrulatoides,Alnus serrulatoides,Callier,CAS,,8b007b80-830d-4920-84fd-a64c78f01ae0
FMN_P013_WB01,Absent,Fagales,NA,NA,Betulaceae,NA,Betula albosinensis,Betula albosinensis,Burkill,CAS,,8a9b5bc0-107e-40aa-87db-7ae1d78f8ed0
FMN_P013_WA06,Absent,Fagales,NA,NA,Betulaceae,NA,Betula alleghaniensis,Betula alleghaniensis,Britton,CAS,,8a97f039-2bcb-415c-992e-9957ab3bf033
FMN_P012_WH10,Absent,Fagales,NA,NA,Betulaceae,NA,Betula alnoides,Betula alnoides,Buch.-Ham. ex D.Don,CAS,511114,8a8cab2c-55ee-4b9a-a489-be50a4f246be
FMN_P045_WE04,Absent,Fagales,NA,NA,Betulaceae,NA,Betula bomiensis,Betula bomiensis,P.C.Li,CAS,,8aae5384-8312-4f93-ad7d-f29828027851
KIB_P021_WD08,Absent,Fagales,NA,NA,Betulaceae,NA,Betula caerulea,Betula caerulea,Blanch.,BRIT,Seymour 26148,7360d0b8-184a-44fe-b90f-c8a06e668f99
FMN_P013_WA05,Absent,Fagales,NA,NA,Betulaceae,NA,Betula chinensis,Betula chinensis,Maxim.,,,8aad2a4f-25fd-4667-87ce-0954e8416a5f
FMN_P012_WH07,Absent,Fagales,NA,NA,Betulaceae,NA,Betula dahurica,Betula dahurica,Pall.,CAS,,8a7ca649-8f32-4f22-b28f-15d70e6e0b61
FMN_P012_WH12,Absent,Fagales,NA,NA,Betulaceae,NA,Betula ermanii,Betula ermanii,Cham.,CAS,,8a5977d7-664c-401a-9889-32c1f8e798d8
FMN_P013_WA01,Absent,Fagales,NA,NA,Betulaceae,NA,Betula glandulosa,Betula glandulosa,Michx.,CAS,,8a4af772-00aa-421e-bc38-c04e645835cf
FMN_P020_WB11,Absent,Fagales,NA,NA,Betulaceae,NA,Betula grossa,Betula grossa,Siebold & Zucc.,CAS,,8a3992be-ce8a-4f01-a5ac-8db851c3ca4c
FMN_P020_WA05,Absent,Fagales,NA,NA,Betulaceae,NA,Betula humilis,Betula humilis,Schrank,CAS,,8a9fe4ae-1338-4e3f-ac96-12538d4fde64
FMN_P020_WC02,Absent,Fagales,NA,NA,Betulaceae,NA,Betula insignis,Betula insignis,Franch.,CAS,,8a35f9b6-94b4-4fbc-9456-6371da7c314f
FMN_P013_WA09,Absent,Fagales,NA,NA,Betulaceae,NA,Betula jarmolenkoana,Betula jarmolenkoana,Golosk.,CAS,,8a9ff5fd-a9d0-40ad-9262-3e8f1840bc0b
KIB_P021_WD07,Absent,Fagales,NA,NA,Betulaceae,NA,Betula kenaica,Betula kenaica,W.H.Evans,BRIT,Spjut 15435,734b3f69-fb91-457f-af87-68d74cdd834c
KIB_P022_WG09,Absent,Fagales,NA,NA,Betulaceae,NA,Betula lanata,Betula lanata,(Regel) V.N.Vassil.,TEXAS,Buch,002ec86a-7b65-4db3-a067-64b6b7909a74
KIB_P021_WD06,Absent,Fagales,NA,NA,Betulaceae,NA,Betula litwinowii,Betula litwinowii,Doluch.,BRIT,Atha 2710,731e9516-30a2-4046-a60d-469d6745ad88
FMN_P045_WF08,Absent,Fagales,NA,NA,Betulaceae,NA,Betula luminifera,Betula luminifera,H.J.P.Winkl.,,OS0055067,a9983795-56d7-4817-a37e-dfbdcb819db9
FMN_P090_WA06,Absent,Fagales,NA,NA,Betulaceae,NA,Betula maximowicziana,Betula maximowicziana,Regel,CAS,,8a34ba59-248a-47f9-9d34-3a4d4f885951
FMN_P045_WE05,Absent,Fagales,NA,NA,Betulaceae,NA,Betula microphylla,Betula microphylla,Bunge,CAS,,8a9fb681-fc27-4dcb-9612-3a9412cf18da
FMN_P013_WA03,Absent,Fagales,NA,NA,Betulaceae,NA,Betula minor,Betula minor,(Tuck.) Fernald,CAS,,8a0410ab-d6f1-454f-991c-89a89dcf6a2c
FMN_P011_WH09,Absent,Fagales,NA,NA,Betulaceae,NA,Betula nana,Betula nana,L.,,OS0055068,a9810fe7-1f2f-4e3a-8ebc-4e8521b5ed55
KIB_P022_WG11,Absent,Fagales,NA,NA,Betulaceae,NA,Betula neoalaskana,Betula neoalaskana,Sarg.,TEXAS,195971,047a0d48-2f0c-47d9-a753-e0294a43c5a6
KIB_P021_WD09,Absent,Fagales,NA,NA,Betulaceae,NA,Betula nigra,Betula nigra,L.,BRIT,Nixon 17840,7374920f-19fe-4570-a354-4b1f9f562376
KIB_P022_WG12,Absent,Fagales,NA,NA,Betulaceae,NA,Betula occidentalis,Betula occidentalis,Hook.,TEXAS,Hartman 2694,1c963b90-a949-463a-98d8-284dee2e7beb
FMN_P020_WB08,Absent,Fagales,NA,NA,Betulaceae,NA,Betula ovalifolia,Betula ovalifolia,Rupr.,CAS,,8aa7905c-6af2-400c-b00b-a9dd3e8080b7
KIB_P021_WD05,Absent,Fagales,NA,NA,Betulaceae,NA,Betula pamirica,Betula pamirica,Litv.,BRIT,Ctahiokobhq 5780,731336b3-31c9-4fe8-97e7-b080bf33090f
KIB_P022_WH07,Absent,Fagales,NA,NA,Betulaceae,NA,Betula papyrifera,Betula papyrifera,Marshall,TEXAS,Krajina 986,04acf31f-a65b-4481-a4c2-8e1c2d4b8c35
FMN_P012_WH09,Absent,Fagales,NA,NA,Betulaceae,NA,Betula pendula,Betula pendula,Roth,CAS,,89f74249-e1cc-4e77-bf2e-8e096d5110a9
FMN_P012_WH08,Absent,Fagales,NA,NA,Betulaceae,NA,Betula platyphylla,Betula platyphylla,Sukaczev,CAS,,89e80002-455c-4e16-9bca-ab3e3b30b085
FMN_P020_WB06,Absent,Fagales,NA,NA,Betulaceae,NA,Betula potaninii,Betula potaninii,Batalin,CAS,,89e3f728-964a-4d0f-a950-a3186b073e75
KIB_P022_WG10,Absent,Fagales,NA,NA,Betulaceae,NA,Betula pubescens,Betula pubescens,Ehrh.,TEXAS,39662,1d7126e3-d84c-4dc8-a8c6-96b1d4f46ebe
FMN_P013_WB04,Absent,Fagales,NA,NA,Betulaceae,NA,Betula pumila,Betula pumila,L.,CAS,,89d38a02-ab8d-46dc-81fa-79f56b0360d0
KIB_P022_WG08,Absent,Fagales,NA,NA,Betulaceae,NA,Betula raddeana,Betula raddeana,Trautv.,TEXAS,Popow,020f4f18-c4f1-4537-92db-16091db4c7f1
FMN_P012_WH04,Absent,Fagales,NA,NA,Betulaceae,NA,Betula schmidtii,Betula schmidtii,Regel,CAS,,89d29996-8d43-4bfd-8320-1712b0b26031
FMN_P013_WB02,Absent,Fagales,NA,NA,Betulaceae,NA,Betula tianschanica,Betula tianschanica,Rupr.,CAS,,8a9c1fdf-e23b-4842-9ada-be75cefe26e1
FMN_P089_WG11,Absent,Fagales,NA,NA,Betulaceae,NA,Betula utilis,Betula utilis,D.Don,CAS,,89ce4189-1fd8-49ee-bb85-58565fd74bc4
FMN_P011_WG10,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus betulus,Carpinus betulus,L.,,OS0055063,a9e60d57-c4f5-45da-8fa2-9bc0162ab751
FMN_P045_WD12,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus caroliniana,Carpinus caroliniana,Walter,CAS,,89ae7735-e733-4bca-aca5-cf274e6a2188
FMN_P020_WC01,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus chuniana,Carpinus chuniana,Hu,CAS,,89bce2c7-b117-454d-af90-c24ad3a3dca2
FMN_P013_WA02,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus cordata,Carpinus cordata,Blume,CAS,,89bd4249-f05b-4307-8efc-aa99ec2a98c2
FMN_P020_WA08,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus fangiana,Carpinus fangiana,Hu,CAS,,89b1c74a-2291-4fbe-87a9-4adf262472cb
FMN_P090_WA09,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus fargesiana,Carpinus fargesiana,H.J.P.Winkl.,CAS,,89ac33fe-5eae-4841-aa8d-7ef94cd2c680
FMN_P090_WA12,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus henryana,Carpinus henryana,(H.J.P.Winkl.) H.J.P.Winkl.,CAS,,89b873e2-7318-4519-b6d9-dc3ab3a86062
FMN_P012_WH03,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus kawakamii,Carpinus kawakamii,Hayata,CAS,,89a86a9c-8e24-4009-92d3-9520c50ea2f9
FMN_P090_WA10,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus laxiflora,Carpinus laxiflora,(Siebold & Zucc.) Blume,CAS,,89a64569-566f-48f3-9f10-8752e9dd31a9
FMN_P020_WB05,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus londoniana,Carpinus londoniana,H.J.P.Winkl.,CAS,,89a2b25e-ea9b-4595-975e-1998113b1a3c
FMN_P013_WA08,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus monbeigiana,Carpinus monbeigiana,Hand.-Mazz.,CAS,,89a27c05-af2f-4663-b44e-2aa30bee7b8f
FMN_P090_WB02,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus rankanensis,Carpinus rankanensis,Hayata,CAS,,89921081-27d8-4d3c-bc2d-c5a8fb820457
FMN_P012_WH01,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus tschonoskii,Carpinus tschonoskii,Maxim.,CAS,,818493d4-7f7e-4831-a4d3-4b1e901449d3
FMN_P001_WB05,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus turczaninowii,Carpinus turczaninowii,Hance,CAS,,817f087d-9349-4ba7-9638-1dda6c77de80
FMN_P090_WA08,Absent,Fagales,NA,NA,Betulaceae,NA,Carpinus viminea,Carpinus viminea,Wall. ex Lindl.,CAS,,89b94bb3-0bdb-4cdb-b70e-87d95f914a65
FMN_P012_WG07,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus americana,Corylus americana,Walter,CAS,,8177acd0-f59f-40e0-b7b9-c41ebd8f44fd
FMN_P006_WG06,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus avellana,Corylus avellana,L.,,OS0055059,a9ef5445-d5fe-41d0-b6a8-71e2b0ff64d0
FMN_P012_WG11,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus chinensis,Corylus chinensis,Franch.,CAS,,8174ef7b-3967-4d0b-a955-4e9366f6fbd7
FMN_P012_WG10,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus colurna,Corylus colurna,L.,CAS,,8171176f-0798-40b1-a3e5-b1d46dd11224
FMN_P020_WA06,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus fargesii,Corylus fargesii,(Franch.) C.K.Schneid.,CAS,,817e640d-a5c1-4f0e-ae30-486225ce322e
FMN_P012_WH06,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus ferox,Corylus ferox,Wall.,CAS,,81687eba-c608-443c-b8a0-095aa99293cb
FMN_P045_WF07,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus heterophylla,Corylus heterophylla,Fisch. ex Trautv.,CAS,,8167212e-c723-414c-9cf5-f9404e3ba823
FMN_P012_WG12,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus maxima,Corylus maxima,Mill.,CAS,,817c13bd-18bc-4c75-ab56-f18d2086dfd2
FMN_P012_WG04,Absent,Fagales,NA,NA,Betulaceae,NA,Corylus sieboldiana,Corylus sieboldiana,Blume,CAS,,81605e89-0715-447d-93db-3ca5a206f65e
