"include","ntips","type","par","estimate.mean","estimate.varriance","estimate.median","sim.mean","sim.varriance","sim.median","diff.mean","diff.varriance","diff.median"
"<50",250,"er","2_1",-1.624094e-01, 3.062077e+00,-9.445825e-04, 0.014034196, 0.283762404, 0.012249200,-0.1764436413, 2.7773665486, 0.0201927422
"<50",500,"er","2_1", 1.748528e-02, 4.126566e-01, 2.284891e-02, 0.014034196, 0.283762404, 0.012249200, 0.0034510855, 0.0938561333, 0.0174414960
"<50",100,"l0","2_1",-4.109342e-01, 8.695723e+00, 1.012628e-01, 0.014034196, 0.283762404, 0.012249200,-0.4249684374, 8.3594706775, 0.0702355742
"<50",250,"l0","2_1",-1.560908e-01, 2.898796e+00, 1.727613e-03, 0.014034196, 0.283762404, 0.012249200,-0.1701249630, 2.6142660103, 0.0206020248
"<50",500,"l0","2_1", 1.682330e-02, 4.140537e-01, 1.901629e-02, 0.014034196, 0.283762404, 0.012249200, 0.0027891059, 0.0943097638, 0.0186445637
"<50",100,"l1","2_1",-8.858305e-01, 1.124791e+01,-1.362205e-01, 0.014034196, 0.283762404, 0.012249200,-0.8998647166,11.1705904750,-0.1457311035
"<50",250,"l1","2_1",-3.211237e-01, 3.731592e+00,-8.193379e-02, 0.014034196, 0.283762404, 0.012249200,-0.3351578595, 3.4975810813,-0.0633739745
"<50",500,"l1","2_1",-3.770211e-02, 4.916741e-01,-2.100315e-02, 0.014034196, 0.283762404, 0.012249200,-0.0517363066, 0.1844045699,-0.0198398013
"<50",100,"l2","2_1",-8.337468e-01, 7.442596e+00,-2.742074e-01, 0.014034196, 0.283762404, 0.012249200,-0.8477809922, 7.3462982943,-0.2770694507
"<50",250,"l2","2_1",-4.095598e-01, 3.271659e+00,-1.509214e-01, 0.014034196, 0.283762404, 0.012249200,-0.4235940269, 3.1430940716,-0.1682536862
"<50",500,"l2","2_1",-9.866604e-02, 3.088102e-01,-6.362651e-02, 0.014034196, 0.283762404, 0.012249200,-0.1127002398, 0.0832712336,-0.0860441694
"<50",100,"er","2|1_1|1",-1.121766e+00, 1.223260e+01, 1.755424e-02,-0.061913837, 0.387876071,-0.089780608,-1.0598520628,11.1522888388, 0.0275302914
"<50",250,"er","2|1_1|1",-7.533097e-01, 7.301747e+00,-4.285000e-02,-0.061913837, 0.387876071,-0.089780608,-0.6913958457, 6.4331899041, 0.0158591007
"<50",500,"er","2|1_1|1",-2.890462e-01, 2.363990e+00,-8.271983e-02,-0.061913837, 0.387876071,-0.089780608,-0.2271323852, 1.7575643691, 0.0012938922
"<50",100,"l0","2|1_1|1",-1.129543e+00, 1.240221e+01, 1.103274e-02,-0.061913837, 0.387876071,-0.089780608,-1.0676295101,11.3332639555, 0.0279982292
"<50",250,"l0","2|1_1|1",-7.805886e-01, 7.485142e+00,-4.579782e-02,-0.061913837, 0.387876071,-0.089780608,-0.7186747257, 6.5851035875, 0.0137011280
"<50",500,"l0","2|1_1|1",-2.862063e-01, 2.465417e+00,-7.756173e-02,-0.061913837, 0.387876071,-0.089780608,-0.2242924938, 1.8779808704, 0.0037385306
"<50",100,"l1","2|1_1|1",-1.806543e+00, 1.385657e+01,-3.449170e-01,-0.061913837, 0.387876071,-0.089780608,-1.7446288380,13.0677416346,-0.2558516572
"<50",250,"l1","2|1_1|1",-9.268583e-01, 7.612126e+00,-1.199672e-01,-0.061913837, 0.387876071,-0.089780608,-0.8649444875, 6.7568169835,-0.0661211356
"<50",500,"l1","2|1_1|1",-4.003538e-01, 3.068037e+00,-1.351524e-01,-0.061913837, 0.387876071,-0.089780608,-0.3384399152, 2.5026961771,-0.0355945738
"<50",100,"l2","2|1_1|1",-2.043994e+00, 1.260573e+01,-6.103675e-01,-0.061913837, 0.387876071,-0.089780608,-1.9820796804,11.9502589173,-0.5698540014
"<50",250,"l2","2|1_1|1",-1.187186e+00, 7.934266e+00,-3.077955e-01,-0.061913837, 0.387876071,-0.089780608,-1.1252723341, 7.1825497514,-0.2476982238
"<50",500,"l2","2|1_1|1",-5.367199e-01, 2.968483e+00,-2.161591e-01,-0.061913837, 0.387876071,-0.089780608,-0.4748061105, 2.4860635848,-0.1484503911
"<50",100,"er","2|1_2|2",-1.238913e+00, 1.204230e+01,-9.876399e-02,-0.022801743, 0.428581424,-0.012861471,-1.2161117193,11.4050236011,-0.0343495911
"<50",250,"er","2|1_2|2",-6.268356e-01, 6.155471e+00,-5.999668e-02,-0.022801743, 0.428581424,-0.012861471,-0.6040338817, 5.4162793809,-0.0051674880
"<50",500,"er","2|1_2|2",-2.514543e-01, 2.888711e+00,-4.915453e-04,-0.022801743, 0.428581424,-0.012861471,-0.2286526004, 2.2398601114, 0.0228506268
"<50",100,"l0","2|1_2|2",-1.252531e+00, 1.232775e+01,-1.115890e-01,-0.022801743, 0.428581424,-0.012861471,-1.2297294206,11.6391113537,-0.0382782116
"<50",250,"l0","2|1_2|2",-5.937713e-01, 5.965074e+00,-4.362807e-02,-0.022801743, 0.428581424,-0.012861471,-0.5709695182, 5.1779611696,-0.0011791022
"<50",500,"l0","2|1_2|2",-2.441460e-01, 2.730718e+00, 1.222509e-02,-0.022801743, 0.428581424,-0.012861471,-0.2213442983, 2.1024719508, 0.0227217460
"<50",100,"l1","2|1_2|2",-1.755765e+00, 1.373765e+01,-2.953966e-01,-0.022801743, 0.428581424,-0.012861471,-1.7329633538,13.2060558730,-0.2446932579
"<50",250,"l1","2|1_2|2",-8.412970e-01, 6.596490e+00,-1.536898e-01,-0.022801743, 0.428581424,-0.012861471,-0.8184952130, 5.9455356739,-0.0962445120
"<50",500,"l1","2|1_2|2",-3.202459e-01, 2.897026e+00,-3.766203e-02,-0.022801743, 0.428581424,-0.012861471,-0.2974441098, 2.2623947342,-0.0123174333
"<50",100,"l2","2|1_2|2",-1.888412e+00, 1.191933e+01,-4.954620e-01,-0.022801743, 0.428581424,-0.012861471,-1.8656102967,11.6454093650,-0.5119796019
"<50",250,"l2","2|1_2|2",-1.077451e+00, 6.441764e+00,-3.238985e-01,-0.022801743, 0.428581424,-0.012861471,-1.0546497049, 6.0018605102,-0.2943997972
"<50",500,"l2","2|1_2|2",-4.448428e-01, 2.614564e+00,-1.457914e-01,-0.022801743, 0.428581424,-0.012861471,-0.4220410604, 2.1618158181,-0.1364768233
"<50",100,"er","2|1|1_1|1|1",-2.048984e+00, 1.709426e+01,-1.920628e-01,-0.047018034, 0.322894406,-0.113528605,-2.0019657218,16.3728077677,-0.0801080716
"<50",250,"er","2|1|1_1|1|1",-1.457363e+00, 1.146832e+01,-1.427752e-01,-0.047018034, 0.322894406,-0.113528605,-1.4103452345,10.8318908254,-0.0836958323
"<50",500,"er","2|1|1_1|1|1",-8.073655e-01, 6.546136e+00,-7.597437e-02,-0.047018034, 0.322894406,-0.113528605,-0.7603474783, 5.8457768507,-0.0092865315
"<50",100,"l0","2|1|1_1|1|1",-2.053123e+00, 1.731233e+01,-1.230815e-01,-0.047018034, 0.322894406,-0.113528605,-2.0061048550,16.5544009787,-0.1059878698
"<50",250,"l0","2|1|1_1|1|1",-1.402783e+00, 1.103980e+01,-1.041301e-01,-0.047018034, 0.322894406,-0.113528605,-1.3557652161,10.4531777762,-0.0813394745
"<50",500,"l0","2|1|1_1|1|1",-8.278458e-01, 6.728956e+00,-8.005261e-02,-0.047018034, 0.322894406,-0.113528605,-0.7808278109, 5.9915629162,-0.0112735853
"<50",100,"l1","2|1|1_1|1|1",-2.895309e+00, 1.914951e+01,-5.172170e-01,-0.047018034, 0.322894406,-0.113528605,-2.8482914015,18.2846251228,-0.4743239807
"<50",250,"l1","2|1|1_1|1|1",-1.713335e+00, 1.231986e+01,-2.655458e-01,-0.047018034, 0.322894406,-0.113528605,-1.6663166960,11.8410058569,-0.1834917328
"<50",500,"l1","2|1|1_1|1|1",-8.582890e-01, 6.621823e+00,-1.127488e-01,-0.047018034, 0.322894406,-0.113528605,-0.8112709345, 5.8652903729,-0.0445616850
"<50",100,"l2","2|1|1_1|1|1",-3.420210e+00, 1.856895e+01,-9.273336e-01,-0.047018034, 0.322894406,-0.113528605,-3.3731922362,18.2802119641,-0.9278941485
"<50",250,"l2","2|1|1_1|1|1",-1.909059e+00, 1.105284e+01,-4.730746e-01,-0.047018034, 0.322894406,-0.113528605,-1.8620407394,10.6160424289,-0.4043781509
"<50",500,"l2","2|1|1_1|1|1",-1.187698e+00, 7.626959e+00,-2.817316e-01,-0.047018034, 0.322894406,-0.113528605,-1.1406801820, 6.9839289415,-0.2115796033
"<50",100,"er","2|1|1_2|1|2",-2.201683e+00, 1.559893e+01,-4.526029e-01,-0.039513746, 0.219148556,-0.017621675,-2.1621690933,15.2992665400,-0.3069351802
"<50",250,"er","2|1|1_2|1|2",-1.401349e+00, 1.073798e+01,-8.885498e-02,-0.039513746, 0.219148556,-0.017621675,-1.3618349488,10.3416108977,-0.0503605708
"<50",500,"er","2|1|1_2|1|2",-7.077333e-01, 5.183685e+00,-5.698782e-02,-0.039513746, 0.219148556,-0.017621675,-0.6682195876, 4.8255301410,-0.0025480511
"<50",100,"l0","2|1|1_2|1|2",-2.166699e+00, 1.527206e+01,-4.317662e-01,-0.039513746, 0.219148556,-0.017621675,-2.1271853030,14.9706324846,-0.3080860923
"<50",250,"l0","2|1|1_2|1|2",-1.363973e+00, 1.039500e+01,-1.037447e-01,-0.039513746, 0.219148556,-0.017621675,-1.3244589937, 9.9636252667,-0.0646626698
"<50",500,"l0","2|1|1_2|1|2",-7.031319e-01, 5.215800e+00,-5.592709e-02,-0.039513746, 0.219148556,-0.017621675,-0.6636181135, 4.8435086267,-0.0092092793
"<50",100,"l1","2|1|1_2|1|2",-2.896667e+00, 1.790654e+01,-6.233625e-01,-0.039513746, 0.219148556,-0.017621675,-2.8571528359,17.6007577541,-0.5326304808
"<50",250,"l1","2|1|1_2|1|2",-1.595622e+00, 1.130789e+01,-2.014631e-01,-0.039513746, 0.219148556,-0.017621675,-1.5561081767,10.8931533841,-0.1312955704
"<50",500,"l1","2|1|1_2|1|2",-7.611094e-01, 5.218962e+00,-8.573304e-02,-0.039513746, 0.219148556,-0.017621675,-0.7215956723, 4.8658137473,-0.0395863899
"<50",100,"l2","2|1|1_2|1|2",-3.302013e+00, 1.831852e+01,-9.304558e-01,-0.039513746, 0.219148556,-0.017621675,-3.2624996535,18.2918106825,-0.8393765691
"<50",250,"l2","2|1|1_2|1|2",-1.867355e+00, 1.125249e+01,-3.584296e-01,-0.039513746, 0.219148556,-0.017621675,-1.8278408660,10.9430053455,-0.3111056218
"<50",500,"l2","2|1|1_2|1|2",-9.684861e-01, 5.907634e+00,-1.968058e-01,-0.039513746, 0.219148556,-0.017621675,-0.9289723115, 5.6745920911,-0.1527343608
"<50",100,"er","2|1|1_2|2|1",-1.812028e+00, 1.569696e+01,-2.576838e-02, 0.004598033, 0.254892755, 0.032834679,-1.8166258500,14.9872108753,-0.1116628246
"<50",250,"er","2|1|1_2|2|1",-1.281584e+00, 1.015846e+01,-2.459655e-02, 0.004598033, 0.254892755, 0.032834679,-1.2861821700, 9.4221987447,-0.0603086035
"<50",500,"er","2|1|1_2|2|1",-6.545281e-01, 5.772190e+00, 4.247095e-02, 0.004598033, 0.254892755, 0.032834679,-0.6591261039, 5.1754662051, 0.0030359036
"<50",100,"l0","2|1|1_2|2|1",-1.840662e+00, 1.570150e+01,-5.519926e-02, 0.004598033, 0.254892755, 0.032834679,-1.8452600892,14.9981919647,-0.1345272662
"<50",250,"l0","2|1|1_2|2|1",-1.263220e+00, 1.007739e+01, 3.591436e-03, 0.004598033, 0.254892755, 0.032834679,-1.2678178573, 9.3885291416,-0.0550107700
"<50",500,"l0","2|1|1_2|2|1",-6.476388e-01, 5.805642e+00, 3.994922e-02, 0.004598033, 0.254892755, 0.032834679,-0.6522368755, 5.2463731576, 0.0123469316
"<50",100,"l1","2|1|1_2|2|1",-2.684183e+00, 1.852535e+01,-3.263201e-01, 0.004598033, 0.254892755, 0.032834679,-2.6887814922,17.8958629026,-0.3552489213
"<50",250,"l1","2|1|1_2|2|1",-1.472334e+00, 1.034620e+01,-1.232680e-01, 0.004598033, 0.254892755, 0.032834679,-1.4769323445, 9.6158431940,-0.1622008532
"<50",500,"l1","2|1|1_2|2|1",-7.176435e-01, 6.039271e+00, 2.002845e-05, 0.004598033, 0.254892755, 0.032834679,-0.7222415387, 5.4379471236,-0.0395313594
"<50",100,"l2","2|1|1_2|2|1",-3.077438e+00, 1.741528e+01,-7.406654e-01, 0.004598033, 0.254892755, 0.032834679,-3.0820363027,16.9274327117,-0.7686542602
"<50",250,"l2","2|1|1_2|2|1",-1.911318e+00, 1.170419e+01,-3.366377e-01, 0.004598033, 0.254892755, 0.032834679,-1.9159160868,10.9001914472,-0.3826922829
"<50",500,"l2","2|1|1_2|2|1",-9.580769e-01, 6.208272e+00,-1.623489e-01, 0.004598033, 0.254892755, 0.032834679,-0.9626749348, 5.6173371465,-0.1792825508
"<50",100,"er","2|1|2_1|1|2",-2.042238e+00, 1.568881e+01,-2.847813e-01, 0.097282552, 0.221666620, 0.146467298,-2.1395203026,15.2566181216,-0.3287526620
"<50",250,"er","2|1|2_1|1|2",-9.801202e-01, 9.353163e+00, 5.740247e-02, 0.097282552, 0.221666620, 0.146467298,-1.0774027685, 8.9089614189,-0.0094567796
"<50",500,"er","2|1|2_1|1|2",-4.428251e-01, 4.418838e+00, 1.168178e-01, 0.097282552, 0.221666620, 0.146467298,-0.5401076616, 4.0981304674, 0.0104832765
"<50",100,"l0","2|1|2_1|1|2",-2.011634e+00, 1.511540e+01,-3.017325e-01, 0.097282552, 0.221666620, 0.146467298,-2.1089166728,14.7394852825,-0.4004011996
"<50",250,"l0","2|1|2_1|1|2",-9.677801e-01, 9.169730e+00, 6.699883e-02, 0.097282552, 0.221666620, 0.146467298,-1.0650626451, 8.7041613539,-0.0116434780
"<50",500,"l0","2|1|2_1|1|2",-4.419843e-01, 4.555056e+00, 1.236730e-01, 0.097282552, 0.221666620, 0.146467298,-0.5392668382, 4.2469468794, 0.0034472408
"<50",100,"l1","2|1|2_1|1|2",-2.818218e+00, 1.748592e+01,-5.319620e-01, 0.097282552, 0.221666620, 0.146467298,-2.9155003981,17.3116284290,-0.6378002944
"<50",250,"l1","2|1|2_1|1|2",-1.166107e+00, 9.702937e+00,-2.725541e-02, 0.097282552, 0.221666620, 0.146467298,-1.2633894184, 9.2871482393,-0.0972269369
"<50",500,"l1","2|1|2_1|1|2",-4.923050e-01, 4.424255e+00, 6.480065e-02, 0.097282552, 0.221666620, 0.146467298,-0.5895875866, 4.1109349478,-0.0188162311
"<50",100,"l2","2|1|2_1|1|2",-3.177161e+00, 1.722578e+01,-8.019592e-01, 0.097282552, 0.221666620, 0.146467298,-3.2744432608,17.1483431015,-0.9128123597
"<50",250,"l2","2|1|2_1|1|2",-1.509612e+00, 9.808803e+00,-2.031640e-01, 0.097282552, 0.221666620, 0.146467298,-1.6068945716, 9.5241360512,-0.3209005033
"<50",500,"l2","2|1|2_1|1|2",-7.674750e-01, 5.303196e+00,-8.858293e-02, 0.097282552, 0.221666620, 0.146467298,-0.8647575489, 5.0486203207,-0.1727708077
"<50",100,"er","2|1|2_2|1|1",-1.733814e+00, 1.603916e+01,-5.075682e-02,-0.007439483, 0.249171286,-0.032940107,-1.7263742585,15.6911741035,-0.0367769431
"<50",250,"er","2|1|2_2|1|1",-1.327601e+00, 1.068268e+01,-6.566895e-02,-0.007439483, 0.249171286,-0.032940107,-1.3201618007,10.1921514380,-0.0616678836
"<50",500,"er","2|1|2_2|1|1",-6.486529e-01, 5.577745e+00, 2.212554e-02,-0.007439483, 0.249171286,-0.032940107,-0.6412134473, 5.1575384616,-0.0028623455
"<50",100,"l0","2|1|2_2|1|1",-1.725417e+00, 1.572009e+01,-8.262645e-03,-0.007439483, 0.249171286,-0.032940107,-1.7179776603,15.4653466726,-0.0351256274
"<50",250,"l0","2|1|2_2|1|1",-1.318433e+00, 1.100996e+01,-2.670471e-02,-0.007439483, 0.249171286,-0.032940107,-1.3109939384,10.5076488531,-0.0247246732
"<50",500,"l0","2|1|2_2|1|1",-6.412909e-01, 5.501728e+00,-3.038887e-03,-0.007439483, 0.249171286,-0.032940107,-0.6338514533, 5.1050425246,-0.0110803894
"<50",100,"l1","2|1|2_2|1|1",-2.643211e+00, 1.760104e+01,-4.282911e-01,-0.007439483, 0.249171286,-0.032940107,-2.6357710608,17.1028105888,-0.4745316719
"<50",250,"l1","2|1|2_2|1|1",-1.538125e+00, 1.133655e+01,-1.505324e-01,-0.007439483, 0.249171286,-0.032940107,-1.5306851283,10.8193297647,-0.1694883908
"<50",500,"l1","2|1|2_2|1|1",-7.486096e-01, 6.079160e+00,-3.506674e-02,-0.007439483, 0.249171286,-0.032940107,-0.7411701665, 5.6337146659,-0.0369262707
"<50",100,"l2","2|1|2_2|1|1",-3.097210e+00, 1.668224e+01,-7.800194e-01,-0.007439483, 0.249171286,-0.032940107,-3.0897708544,16.5166171144,-0.8728143803
"<50",250,"l2","2|1|2_2|1|1",-1.924457e+00, 1.139812e+01,-3.703587e-01,-0.007439483, 0.249171286,-0.032940107,-1.9170171550,10.9113589917,-0.3836367808
"<50",500,"l2","2|1|2_2|1|1",-1.070309e+00, 7.025217e+00,-2.040329e-01,-0.007439483, 0.249171286,-0.032940107,-1.0628697918, 6.6110618471,-0.2003042775
"<50",100,"er","2|1|2_2|2|2",-2.706585e+00, 1.774271e+01,-7.737452e-01,-0.122430941, 0.396573810,-0.072258755,-2.5841537000,17.0552156044,-0.6170128628
"<50",250,"er","2|1|2_2|2|2",-1.605353e+00, 1.129870e+01,-2.007256e-01,-0.122430941, 0.396573810,-0.072258755,-1.4829220233,10.4930708282,-0.0586670050
"<50",500,"er","2|1|2_2|2|2",-1.079636e+00, 7.197658e+00,-2.167568e-01,-0.122430941, 0.396573810,-0.072258755,-0.9572054428, 6.3169896920,-0.0827512373
"<50",100,"l0","2|1|2_2|2|2",-2.766866e+00, 1.753138e+01,-9.362271e-01,-0.122430941, 0.396573810,-0.072258755,-2.6444352669,16.8245068223,-0.7586661030
"<50",250,"l0","2|1|2_2|2|2",-1.668480e+00, 1.160252e+01,-2.211933e-01,-0.122430941, 0.396573810,-0.072258755,-1.5460485597,10.7872064702,-0.1059196452
"<50",500,"l0","2|1|2_2|2|2",-1.097571e+00, 7.417584e+00,-2.144113e-01,-0.122430941, 0.396573810,-0.072258755,-0.9751403143, 6.5081203060,-0.0933204346
"<50",100,"l1","2|1|2_2|2|2",-3.637222e+00, 2.059061e+01,-1.137989e+00,-0.122430941, 0.396573810,-0.072258755,-3.5147912792,19.8587648030,-1.0240394546
"<50",250,"l1","2|1|2_2|2|2",-1.790568e+00, 1.233842e+01,-2.762311e-01,-0.122430941, 0.396573810,-0.072258755,-1.6681365841,11.4667331411,-0.1627706513
"<50",500,"l1","2|1|2_2|2|2",-1.178706e+00, 7.565239e+00,-2.436160e-01,-0.122430941, 0.396573810,-0.072258755,-1.0562751980, 6.6604666306,-0.1340048130
"<50",100,"l2","2|1|2_2|2|2",-3.701595e+00, 1.859584e+01,-1.214412e+00,-0.122430941, 0.396573810,-0.072258755,-3.5791636686,18.1490036139,-1.2205269458
"<50",250,"l2","2|1|2_2|2|2",-2.104582e+00, 1.250455e+01,-4.842958e-01,-0.122430941, 0.396573810,-0.072258755,-1.9821512205,11.8223460604,-0.4243339336
"<50",500,"l2","2|1|2_2|2|2",-1.364109e+00, 7.965557e+00,-3.604074e-01,-0.122430941, 0.396573810,-0.072258755,-1.2416782237, 7.0805190923,-0.2560349302
"<50",100,"er","2|2_1|2",-1.242614e+00, 1.315865e+01, 5.184453e-02,-0.005522744, 0.360048025,-0.029847288,-1.2370914678,12.4578655097,-0.0009558729
"<50",250,"er","2|2_1|2",-5.377320e-01, 5.760444e+00,-2.993771e-02,-0.005522744, 0.360048025,-0.029847288,-0.5322092463, 5.1251684121, 0.0069302310
"<50",500,"er","2|2_1|2",-2.022739e-01, 2.305511e+00, 1.094065e-02,-0.005522744, 0.360048025,-0.029847288,-0.1967511956, 1.8430752260, 0.0097853970
"<50",100,"l0","2|2_1|2",-1.221366e+00, 1.282823e+01, 5.467542e-02,-0.005522744, 0.360048025,-0.029847288,-1.2158431302,12.1607426509,-0.0059185743
"<50",250,"l0","2|2_1|2",-5.375764e-01, 5.730120e+00,-2.191410e-02,-0.005522744, 0.360048025,-0.029847288,-0.5320536113, 5.0980321489, 0.0180956256
"<50",500,"l0","2|2_1|2",-1.956189e-01, 2.218679e+00, 1.111408e-02,-0.005522744, 0.360048025,-0.029847288,-0.1900961549, 1.7481949970, 0.0104611203
"<50",100,"l1","2|2_1|2",-1.721117e+00, 1.478457e+01,-2.045010e-01,-0.005522744, 0.360048025,-0.029847288,-1.7155938296,14.1085992185,-0.1942900207
"<50",250,"l1","2|2_1|2",-7.027015e-01, 6.139195e+00,-1.266199e-01,-0.005522744, 0.360048025,-0.029847288,-0.6971788007, 5.5792893557,-0.0574928492
"<50",500,"l1","2|2_1|2",-2.800072e-01, 2.605616e+00,-3.761327e-02,-0.005522744, 0.360048025,-0.029847288,-0.2744844291, 2.1267923738,-0.0184641673
"<50",100,"l2","2|2_1|2",-1.958343e+00, 1.364121e+01,-4.571226e-01,-0.005522744, 0.360048025,-0.029847288,-1.9528199665,13.1726684217,-0.4700134739
"<50",250,"l2","2|2_1|2",-9.117153e-01, 5.647094e+00,-2.446629e-01,-0.005522744, 0.360048025,-0.029847288,-0.9061925825, 5.2030043779,-0.2494538214
"<50",500,"l2","2|2_1|2",-4.352146e-01, 2.919631e+00,-1.176495e-01,-0.005522744, 0.360048025,-0.029847288,-0.4296918210, 2.4552908171,-0.1241054338
"<50",100,"er","2|2_2|1",-1.237132e+00, 1.243660e+01, 3.162780e-02,-0.017663343, 0.327937809, 0.061738464,-1.2194682783,11.7293268708, 0.0110191338
"<50",250,"er","2|2_2|1",-5.891556e-01, 6.092843e+00, 1.390018e-02,-0.017663343, 0.327937809, 0.061738464,-0.5714922980, 5.3728125823,-0.0008444989
"<50",500,"er","2|2_2|1",-2.689749e-01, 2.738056e+00,-1.785343e-02,-0.017663343, 0.327937809, 0.061738464,-0.2513115825, 2.1387803638, 0.0031154601
"<50",100,"l0","2|2_2|1",-1.210204e+00, 1.238989e+01, 1.639520e-02,-0.017663343, 0.327937809, 0.061738464,-1.1925409032,11.7394944762, 0.0116278883
"<50",250,"l0","2|2_2|1",-5.968226e-01, 6.327214e+00, 1.782132e-02,-0.017663343, 0.327937809, 0.061738464,-0.5791592709, 5.6029494279,-0.0005831720
"<50",500,"l0","2|2_2|1",-2.798083e-01, 2.860484e+00,-1.784414e-02,-0.017663343, 0.327937809, 0.061738464,-0.2621449316, 2.2640365000, 0.0054844030
"<50",100,"l1","2|2_2|1",-1.786663e+00, 1.389537e+01,-2.351635e-01,-0.017663343, 0.327937809, 0.061738464,-1.7690000190,13.1315913001,-0.2419469300
"<50",250,"l1","2|2_2|1",-7.939570e-01, 6.484647e+00,-8.891695e-02,-0.017663343, 0.327937809, 0.061738464,-0.7762936703, 5.7727475673,-0.0975330725
"<50",500,"l1","2|2_2|1",-3.300347e-01, 2.731102e+00,-5.682942e-02,-0.017663343, 0.327937809, 0.061738464,-0.3123714048, 2.1410816171,-0.0324206895
"<50",100,"l2","2|2_2|1",-1.974631e+00, 1.264789e+01,-4.721953e-01,-0.017663343, 0.327937809, 0.061738464,-1.9569679093,12.2225793460,-0.5208511655
"<50",250,"l2","2|2_2|1",-1.031683e+00, 6.812635e+00,-2.508830e-01,-0.017663343, 0.327937809, 0.061738464,-1.0140192673, 6.1700122030,-0.2869814775
"<50",500,"l2","2|2_2|1",-4.778629e-01, 2.779607e+00,-1.621617e-01,-0.017663343, 0.327937809, 0.061738464,-0.4601995543, 2.2125683495,-0.1449306276
"<50",100,"er","2|2|1_1|2|1",-1.883930e+00, 1.631842e+01,-8.363025e-02,-0.071510684, 0.308592695,-0.025013260,-1.8124189212,15.5878549896,-0.0248441701
"<50",250,"er","2|2|1_1|2|1",-1.500274e+00, 1.104278e+01,-1.553019e-01,-0.071510684, 0.308592695,-0.025013260,-1.4287632419,10.2649006118,-0.1204292002
"<50",500,"er","2|2|1_1|2|1",-7.582166e-01, 5.505303e+00,-1.023410e-01,-0.071510684, 0.308592695,-0.025013260,-0.6867058785, 5.0020776246,-0.0348494536
"<50",100,"l0","2|2|1_1|2|1",-1.830149e+00, 1.551501e+01,-1.377963e-01,-0.071510684, 0.308592695,-0.025013260,-1.7586380992,14.8186159171,-0.0763990816
"<50",250,"l0","2|2|1_1|2|1",-1.507818e+00, 1.084171e+01,-1.686687e-01,-0.071510684, 0.308592695,-0.025013260,-1.4363075159,10.0295452691,-0.1649263863
"<50",500,"l0","2|2|1_1|2|1",-7.478178e-01, 5.485389e+00,-1.016695e-01,-0.071510684, 0.308592695,-0.025013260,-0.6763071527, 4.9357862359,-0.0312845343
"<50",100,"l1","2|2|1_1|2|1",-2.517296e+00, 1.732877e+01,-4.556418e-01,-0.071510684, 0.308592695,-0.025013260,-2.4457854566,16.5989217333,-0.3847983790
"<50",250,"l1","2|2|1_1|2|1",-1.650836e+00, 1.105173e+01,-2.340024e-01,-0.071510684, 0.308592695,-0.025013260,-1.5793256044,10.1965246747,-0.2116114945
"<50",500,"l1","2|2|1_1|2|1",-8.518384e-01, 5.959676e+00,-1.418013e-01,-0.071510684, 0.308592695,-0.025013260,-0.7803277443, 5.4512902699,-0.0733615158
"<50",100,"l2","2|2|1_1|2|1",-2.985992e+00, 1.736130e+01,-7.467917e-01,-0.071510684, 0.308592695,-0.025013260,-2.9144813731,16.7868721094,-0.7165752077
"<50",250,"l2","2|2|1_1|2|1",-1.954386e+00, 1.133584e+01,-4.577951e-01,-0.071510684, 0.308592695,-0.025013260,-1.8828757455,10.5909373706,-0.4380759618
"<50",500,"l2","2|2|1_1|2|1",-1.121445e+00, 6.464426e+00,-2.781980e-01,-0.071510684, 0.308592695,-0.025013260,-1.0499338925, 5.9025328392,-0.2201064031
"<50",100,"er","2|2|1_2|1|1",-1.650179e+00, 1.478186e+01, 2.713471e-02, 0.067261116, 0.256949759, 0.046088251,-1.7174404717,14.1069450821,-0.0682460708
"<50",250,"er","2|2|1_2|1|1",-1.061187e+00, 9.927872e+00, 4.839634e-03, 0.067261116, 0.256949759, 0.046088251,-1.1284484031, 9.4835013715, 0.0032619248
"<50",500,"er","2|2|1_2|1|1",-5.271336e-01, 5.577354e+00, 8.197758e-02, 0.067261116, 0.256949759, 0.046088251,-0.5943946841, 5.0864698950,-0.0021254868
"<50",100,"l0","2|2|1_2|1|1",-1.705607e+00, 1.484121e+01,-3.170593e-02, 0.067261116, 0.256949759, 0.046088251,-1.7728680211,14.2417501911,-0.0920293768
"<50",250,"l0","2|2|1_2|1|1",-9.743960e-01, 8.938897e+00,-1.312858e-03, 0.067261116, 0.256949759, 0.046088251,-1.0416571429, 8.4644874105,-0.0151781419
"<50",500,"l0","2|2|1_2|1|1",-5.152954e-01, 5.322336e+00, 8.921262e-02, 0.067261116, 0.256949759, 0.046088251,-0.5825565222, 4.8596486889,-0.0094372524
"<50",100,"l1","2|2|1_2|1|1",-2.344977e+00, 1.669987e+01,-2.539389e-01, 0.067261116, 0.256949759, 0.046088251,-2.4122376820,16.0366215473,-0.3207309238
"<50",250,"l1","2|2|1_2|1|1",-1.254890e+00, 1.016214e+01,-7.931647e-02, 0.067261116, 0.256949759, 0.046088251,-1.3221512339, 9.8065499442,-0.0756012578
"<50",500,"l1","2|2|1_2|1|1",-6.474050e-01, 6.027212e+00, 3.246997e-02, 0.067261116, 0.256949759, 0.046088251,-0.7146661136, 5.5845159212,-0.0421532591
